Precinct_Lon,Precinct_Lat,US_CONG,CO_SEN,CO_HSE,ARAP,COMM,Precinct,PRECINCT,HYPERLINK,created_us,created_da,last_edite,last_edi_1,Voter_Coun,Voter_Co_1,Shape_Leng,Shape_Area,VSPC_Name,Address,City,State,ZIP,VSPC_Lat,VSPC_Lon,Area_Lead,Precinct_Lead,Hand_Counter_1,Hand_Counter_2,Hand_Counter_3,Hand_Counter_4,Hand_Counter_5,Hand_Counter_6,Hand_Counter_7,Hand_Counter_8,Hand_Counter_9,Hand_Counter_10,PRECINCT_STR,Voter_Count,Secondary,VSPC_Rebalanced
-105.035446,39.59927743,6,16,38,3,0,6163803149,149,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_149.pdf,AC,2022/02/02,AC,2025/10/20,1499,2025/10/20,0.08469805979,0.00028188075,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6072,-105.026,,,,,,,,,,,,,149,1297,Arapahoe Community College,Bemis Public Library
-105.0315185,39.59172247,6,16,38,3,0,6163803150,150,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_150.pdf,AC,2022/02/02,AC,2025/10/20,1305,2025/10/20,0.1369741485,0.00041588843,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6072,-105.026,,,,,,,,,,,,,150,1327,Arapahoe Community College,Bemis Public Library
-105.019753,39.62393839,6,16,38,3,0,6163803151,151,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_151.pdf,AC,2022/02/02,AC,2025/10/20,1021,2025/10/20,0.06026080351,8.240714e-05,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6072,-105.026,,,,,,,,,,,,,151,1048,City of Sheridan Municipal Building,Bemis Public Library
-105.0225322,39.61743294,6,16,38,3,0,6163803152,152,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_152.pdf,AC,2022/02/02,AC,2025/10/20,867,2025/10/20,0.03740690395,6.432149e-05,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6072,-105.026,,,,,,,,,,,,,152,862,Arapahoe Community College,Bemis Public Library
-105.011791,39.61968198,6,16,38,3,0,6163803153,153,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_153.pdf,AC,2022/02/02,AC,2025/10/20,1545,2025/10/20,0.05205267219,0.00014139592,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6072,-105.026,,,,,,,,,,,,,153,1503,Arapahoe Community College,Bemis Public Library
-105.0159485,39.60711669,6,16,38,3,0,6163803154,154,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_154.pdf,AC,2022/02/02,AC,2025/10/20,1200,2025/10/20,0.04498175537,0.00012032021,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6072,-105.026,,,,,,,,,,,,,154,1210,Arapahoe Community College,Bemis Public Library
-105.0091783,39.60523529,6,16,38,3,0,6163803158,158,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_158.pdf,AC,2022/02/02,AC,2025/10/20,944,2025/10/20,0.04196679309,7.469028e-05,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6072,-105.026,,,,,,,,,,,,,158,915,Arapahoe Community College,Bemis Public Library
-105.0045118,39.60780405,6,16,38,3,0,6163803159,159,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_159.pdf,AC,2022/02/02,AC,2025/10/20,885,2025/10/20,0.03116737373,5.125025e-05,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6072,-105.026,,,,,,,,,,,,,159,792,Arapahoe Community College,Bemis Public Library
-104.9977855,39.60862027,6,16,38,3,0,6163803160,160,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_160.pdf,AC,2022/02/02,AC,2025/10/20,934,2025/10/20,0.04293219225,8.719485e-05,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6072,-105.026,,,,,,,,,,,,,160,917,Arapahoe Community College,Bemis Public Library
-105.0025941,39.61656346,6,16,38,3,0,6163803161,161,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_161.pdf,AC,2022/02/02,AC,2025/10/20,819,2025/10/20,0.03330226494,6.009697e-05,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6072,-105.026,,,,,,,,,,,,,161,809,Arapahoe Community College,Bemis Public Library
-104.9973396,39.61956067,6,16,38,3,0,6163803162,162,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_162.pdf,AC,2022/02/02,AC,2025/10/20,934,2025/10/20,0.0333640112,4.482062e-05,Bemis Public Library,6014 S Datura St,Littleton,CO,80120,39.6072,-105.026,,,,,,,,,,,,,162,898,Englewood Civic Center,Bemis Public Library
-104.7642462,39.73272842,6,28,36,3,0,6283603550,550,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_550.pdf,AC,2022/02/02,AC,2025/10/20,88,2025/10/20,0.1508577783,0.00079909124,Central Recreation Center,18150 E Vassar Pl,Aurora,CO,80013,39.737,-104.774,,,,,,,,,,,,,550,96,Arapahoe County CentrePoint Plaza,Central Recreation Center
-104.9363795,39.58421181,6,16,37,3,0,6163703148,148,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_148.pdf,AC,2022/02/02,AC,2025/10/20,1057,2025/10/20,0.03955102282,7.725175e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.5794,-104.9389,,,,,,,,,,,,,148,607,Southglenn Library,Cherry Creek School District Instructional Support Facility
-104.9338765,39.57272255,6,16,37,3,0,6163703157,157,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_157.pdf,AC,2022/02/02,AC,2025/10/20,709,2025/10/20,0.06419553477,0.00017777236,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.5794,-104.9389,,,,,,,,,,,,,157,741,Southglenn Library,Cherry Creek School District Instructional Support Facility
-104.9269528,39.57606796,6,16,37,3,0,6163703181,181,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_181.pdf,AC,2022/02/02,AC,2025/10/20,931,2025/10/20,0.04080836713,7.45037e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.5794,-104.9389,,,,,,,,,,,,,181,731,Southglenn Library,Cherry Creek School District Instructional Support Facility
-104.938994,39.56771444,6,16,37,3,1,6163703199,199,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_199.pdf,AC,2022/02/02,AC,2025/10/20,219,2025/10/20,0.02629839154,1.844073e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.5794,-104.9389,,,,,,,,,,,,,199,222,Southglenn Library,Cherry Creek School District Instructional Support Facility
-104.9275356,39.60594423,6,16,37,3,0,6163703209,209,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_209.pdf,AC,2022/02/02,AC,2025/10/20,1033,2025/10/20,0.03334213525,6.814818e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.5794,-104.9389,,,,,,,,,,,,,209,991,Southglenn Library,Cherry Creek School District Instructional Support Facility
-104.930563,39.59856885,6,16,37,3,0,6163703210,210,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_210.pdf,AC,2022/02/02,AC,2025/10/20,1654,2025/10/20,0.05646856409,0.0001110413,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.5794,-104.9389,,,,,,,,,,,,,210,1546,Southglenn Library,Cherry Creek School District Instructional Support Facility
-104.9368471,39.59151303,6,16,37,3,0,6163703211,211,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_211.pdf,AC,2022/02/02,AC,2025/10/20,949,2025/10/20,0.03234453214,6.417597e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.5794,-104.9389,,,,,,,,,,,,,211,938,Southglenn Library,Cherry Creek School District Instructional Support Facility
-104.9277675,39.59155948,6,16,37,3,0,6163703212,212,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_212.pdf,AC,2022/02/02,AC,2025/10/20,1293,2025/10/20,0.03275970911,6.606519e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.5794,-104.9389,,,,,,,,,,,,,212,1284,Southglenn Library,Cherry Creek School District Instructional Support Facility
-104.9269089,39.58441718,6,16,37,3,0,6163703214,214,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_214.pdf,AC,2022/02/02,AC,2025/10/20,883,2025/10/20,0.03308279851,6.21513e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.5794,-104.9389,,,,,,,,,,,,,214,876,Southglenn Library,Cherry Creek School District Instructional Support Facility
-104.9182942,39.5696492,6,16,37,3,0,6163703217,217,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_217.pdf,AC,2022/02/02,AC,2025/10/20,882,2025/10/20,0.03476737696,6.847049e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.5794,-104.9389,,,,,,,,,,,,,217,857,Southglenn Library,Cherry Creek School District Instructional Support Facility
-104.918346,39.57691257,6,16,37,3,0,6163703219,219,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_219.pdf,AC,2022/02/02,AC,2025/10/20,1173,2025/10/20,0.03297520698,6.669345e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.5794,-104.9389,,,,,,,,,,,,,219,1166,Southglenn Library,Cherry Creek School District Instructional Support Facility
-104.9165258,39.58451049,6,16,37,3,0,6163703221,221,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_221.pdf,AC,2022/02/02,AC,2025/10/20,817,2025/10/20,0.04455260987,0.00010473743,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.5794,-104.9389,,,,,,,,,,,,,221,822,Southglenn Library,Cherry Creek School District Instructional Support Facility
-104.9175076,39.59212579,6,16,37,3,0,6163703223,223,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_223.pdf,AC,2022/02/02,AC,2025/10/20,1108,2025/10/20,0.0386185308,6.666403e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.5794,-104.9389,,,,,,,,,,,,,223,1060,Southglenn Library,Cherry Creek School District Instructional Support Facility
-104.9170055,39.59880307,6,16,37,3,0,6163703225,225,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_225.pdf,AC,2022/02/02,AC,2025/10/20,987,2025/10/20,0.05021520618,8.33092e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.5794,-104.9389,,,,,,,,,,,,,225,973,Greenwood Village City Hall,Cherry Creek School District Instructional Support Facility
-104.9490045,39.56954234,6,16,38,3,1,6163803191,191,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_191.pdf,AC,2022/02/02,AC,2025/10/20,905,2025/10/20,0.03921609549,6.553034e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.5794,-104.9389,,,,,,,,,,,,,191,888,Southglenn Library,Cherry Creek School District Instructional Support Facility
-104.944916,39.57517804,6,16,38,3,0,6163803192,192,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_192.pdf,AC,2022/02/02,AC,2025/10/20,1111,2025/10/20,0.0386348492,7.753687e-05,Cherry Creek School District Instructional Support Facility,5416 S Riviera Way,Centennial,CO,80112,39.5794,-104.9389,,,,,,,,,,,,,192,1077,Southglenn Library,Cherry Creek School District Instructional Support Facility
-104.8044655,39.63643115,6,27,40,3,0,6274003291,291,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_291.pdf,AC,2022/02/02,AC,2025/10/20,1122,2025/10/20,0.03136386745,4.67849e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,291,0,The Avenue Church,City of Aurora Municipal Center
-104.7988796,39.70976934,6,28,42,3,0,6284203544,544,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_544.pdf,AC,2022/02/02,AC,2025/10/20,1474,2025/10/20,0.05380772348,8.102158e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,544,1557,Heather Gardens,City of Aurora Municipal Center
-104.8209661,39.6477681,6,29,40,3,0,6294003446,446,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_446.pdf,AC,2022/02/02,AC,2025/10/20,835,2025/10/20,0.06127784139,0.00014240817,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,446,816,Heather Gardens,City of Aurora Municipal Center
-104.812455,39.64579531,6,29,40,3,1,6294003447,447,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_447.pdf,AC,2022/02/02,AC,2025/10/20,1664,2025/10/20,0.03853413507,6.823927e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,447,1614,Heather Gardens,City of Aurora Municipal Center
-104.7868621,39.66308096,6,29,40,3,0,6294003453,453,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_453.pdf,AC,2022/02/02,AC,2025/10/20,943,2025/10/20,0.03506062519,6.251511e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,453,573,The Avenue Church,City of Aurora Municipal Center
-104.800198,39.64078178,6,29,40,3,0,6294003461,461,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_461.pdf,AC,2022/02/02,AC,2025/10/20,1352,2025/10/20,0.03923303043,5.513892e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,461,1325,The Avenue Church,City of Aurora Municipal Center
-104.8068362,39.64648725,6,29,40,3,0,6294003462,462,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_462.pdf,AC,2022/02/02,AC,2025/10/20,1265,2025/10/20,0.04564584423,8.85895e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,462,1215,Heather Gardens,City of Aurora Municipal Center
-104.7965752,39.64561901,6,29,40,3,0,6294003463,463,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_463.pdf,AC,2022/02/02,AC,2025/10/20,1480,2025/10/20,0.04954592261,8.943236e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,463,1477,The Avenue Church,City of Aurora Municipal Center
-104.7972136,39.65133756,6,29,40,3,0,6294003464,464,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_464.pdf,AC,2022/02/02,AC,2025/10/20,940,2025/10/20,0.03100153072,4.08547e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,464,930,The Avenue Church,City of Aurora Municipal Center
-104.8355933,39.66543014,6,29,41,3,0,6294103426,426,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_426.pdf,AC,2022/02/02,AC,2025/10/20,780,2025/10/20,0.02506960931,3.44458e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,426,758,Heather Gardens,City of Aurora Municipal Center
-104.8145876,39.69127248,6,29,41,3,0,6294103435,435,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_435.pdf,AC,2022/02/02,AC,2025/10/20,1502,2025/10/20,0.04111286573,9.974242e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,435,1478,Heather Gardens,City of Aurora Municipal Center
-104.814639,39.68033057,6,29,41,3,0,6294103437,437,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_437.pdf,AC,2022/02/02,AC,2025/10/20,1529,2025/10/20,0.04232517709,0.00010601029,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,437,1477,Heather Gardens,City of Aurora Municipal Center
-104.8244954,39.67500502,6,29,41,3,0,6294103438,438,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_438.pdf,AC,2022/02/02,AC,2025/10/20,1493,2025/10/20,0.04876732026,0.0001298916,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,438,1502,Heather Gardens,City of Aurora Municipal Center
-104.81606,39.67173198,6,29,41,3,0,6294103439,439,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_439.pdf,AC,2022/02/02,AC,2025/10/20,1025,2025/10/20,0.03461819456,6.040893e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,439,1003,Heather Gardens,City of Aurora Municipal Center
-104.8239096,39.66612924,6,29,41,3,0,6294103440,440,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_440.pdf,AC,2022/02/02,AC,2025/10/20,846,2025/10/20,0.02976860458,2.725349e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,440,851,Heather Gardens,City of Aurora Municipal Center
-104.8266926,39.66324883,6,29,41,3,0,6294103441,441,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_441.pdf,AC,2022/02/02,AC,2025/10/20,819,2025/10/20,0.01519407558,1.144554e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,441,846,Heather Gardens,City of Aurora Municipal Center
-104.8343122,39.66145916,6,29,41,3,0,6294103442,442,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_442.pdf,AC,2022/02/02,AC,2025/10/20,764,2025/10/20,0.04297413151,5.546847e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,442,738,Heather Gardens,City of Aurora Municipal Center
-104.8314612,39.65994665,6,29,41,3,0,6294103443,443,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_443.pdf,AC,2022/02/02,AC,2025/10/20,531,2025/10/20,0.02209644752,1.388136e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,443,551,Heather Gardens,City of Aurora Municipal Center
-104.8190502,39.66146379,6,29,41,3,0,6294103444,444,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_444.pdf,AC,2022/02/02,AC,2025/10/20,719,2025/10/20,0.08694664033,0.00026200495,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,444,679,Heather Gardens,City of Aurora Municipal Center
-104.8132366,39.65663845,6,29,41,3,0,6294103445,445,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_445.pdf,AC,2022/02/02,AC,2025/10/20,722,2025/10/20,0.02838022481,4.751964e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,445,701,Heather Gardens,City of Aurora Municipal Center
-104.7947645,39.67086261,6,29,41,3,0,6294103451,451,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_451.pdf,AC,2022/02/02,AC,2025/10/20,681,2025/10/20,0.02915170823,4.427783e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,451,1264,Mission Viejo Library,City of Aurora Municipal Center
-104.7951657,39.6566799,6,29,41,3,0,6294103465,465,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_465.pdf,AC,2022/02/02,AC,2025/10/20,695,2025/10/20,0.03037896982,5.979407e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,465,712,The Avenue Church,City of Aurora Municipal Center
-104.8048329,39.65642178,6,29,41,3,0,6294103466,466,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_466.pdf,AC,2022/02/02,AC,2025/10/20,990,2025/10/20,0.03601315944,6.99615e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,466,939,Heather Gardens,City of Aurora Municipal Center
-104.8049527,39.66305188,6,29,41,3,0,6294103467,467,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_467.pdf,AC,2022/02/02,AC,2025/10/20,991,2025/10/20,0.03386783409,6.730619e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,467,963,Heather Gardens,City of Aurora Municipal Center
-104.7962047,39.66420046,6,29,41,3,0,6294103468,468,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_468.pdf,AC,2022/02/02,AC,2025/10/20,943,2025/10/20,0.03552119144,7.227222e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,468,909,Heather Gardens,City of Aurora Municipal Center
-104.8025747,39.67111098,6,29,41,3,0,6294103469,469,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_469.pdf,AC,2022/02/02,AC,2025/10/20,756,2025/10/20,0.04469199141,4.996361e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,469,776,Heather Gardens,City of Aurora Municipal Center
-104.8063912,39.67843037,6,29,41,3,0,6294103470,470,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_470.pdf,AC,2022/02/02,AC,2025/10/20,1228,2025/10/20,0.02907390839,5.185497e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,470,1288,Heather Gardens,City of Aurora Municipal Center
-104.7970101,39.67780907,6,29,41,3,0,6294103471,471,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_471.pdf,AC,2022/02/02,AC,2025/10/20,1189,2025/10/20,0.04073952644,0.00010107418,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,471,1107,Heather Gardens,City of Aurora Municipal Center
-104.7860446,39.67773106,6,29,41,3,0,6294103472,472,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_472.pdf,AC,2022/02/02,AC,2025/10/20,1200,2025/10/20,0.03859594412,8.381093e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,472,1368,Mission Viejo Library,City of Aurora Municipal Center
-104.8072653,39.69082988,6,29,41,3,0,6294103537,537,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_537.pdf,AC,2022/02/02,AC,2025/10/20,1182,2025/10/20,0.03384754343,5.619817e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,537,1202,Heather Gardens,City of Aurora Municipal Center
-104.8011342,39.69060933,6,29,41,3,0,6294103538,538,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_538.pdf,AC,2022/02/02,AC,2025/10/20,1243,2025/10/20,0.03898592395,7.338025e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,538,1188,Heather Gardens,City of Aurora Municipal Center
-104.7947687,39.69189471,6,29,41,3,0,6294103539,539,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_539.pdf,AC,2022/02/02,AC,2025/10/20,1143,2025/10/20,0.03935467047,7.58912e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,539,1187,Mission Viejo Library,City of Aurora Municipal Center
-104.7841103,39.69400199,6,29,41,3,0,6294103554,554,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_554.pdf,AC,2022/02/02,AC,2025/10/20,1188,2025/10/20,0.03706507427,6.685334e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,554,1125,Mission Viejo Library,City of Aurora Municipal Center
-104.7861766,39.68881154,6,29,41,3,0,6294103558,558,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_558.pdf,AC,2022/02/02,AC,2025/10/20,1108,2025/10/20,0.03193637697,6.083948e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,558,1092,Mission Viejo Library,City of Aurora Municipal Center
-104.7864444,39.68380376,6,29,41,3,0,6294103560,560,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_560.pdf,AC,2022/02/02,AC,2025/10/20,535,2025/10/20,0.02540034351,3.237025e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,560,532,Mission Viejo Library,City of Aurora Municipal Center
-104.8004414,39.68388366,6,29,41,3,0,6294103564,564,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_564.pdf,AC,2022/02/02,AC,2025/10/20,813,2025/10/20,0.04502990343,6.838398e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,564,0,Heather Gardens,City of Aurora Municipal Center
-104.7966197,39.69839995,6,29,42,3,0,6294203540,540,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_540.pdf,AC,2022/02/02,AC,2025/10/20,775,2025/10/20,0.03213228535,4.110364e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,540,725,Mission Viejo Library,City of Aurora Municipal Center
-104.803577,39.70244107,6,29,42,3,0,6294203541,541,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_541.pdf,AC,2022/02/02,AC,2025/10/20,778,2025/10/20,0.03479727518,4.790517e-05,City of Aurora Municipal Center,15151 E Alameda Pkwy,Aurora,CO,80012,39.7008,-104.7999,,,,,,,,,,,,,541,762,Heather Gardens,City of Aurora Municipal Center
