Precinct,Voters,Nearest VSPC,Distance to Nearest VSPC (mi.),Assigned VSPC,Distance to Assigned VSPC (mi.),Distance Difference (mi.),Reassigned,Voters Assigned,Precincts Assigned,Address,City,State,Zip,Precinct Map URL
101,1549,City of Sheridan Municipal Building,0.54,City of Sheridan Municipal Building,0.54,0.00,False,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_101.pdf
102,1272,City of Sheridan Municipal Building,0.73,City of Sheridan Municipal Building,0.73,0.00,False,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_102.pdf
103,810,City of Sheridan Municipal Building,0.23,City of Sheridan Municipal Building,0.23,0.00,False,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_103.pdf
104,823,Englewood Civic Center,0.94,Englewood Civic Center,0.94,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_104.pdf
105,1773,Englewood Civic Center,0.56,Englewood Civic Center,0.56,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_105.pdf
106,520,Englewood Civic Center,0.14,Englewood Civic Center,0.14,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_106.pdf
107,944,Englewood Civic Center,0.86,Englewood Civic Center,0.86,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_107.pdf
108,706,Englewood Civic Center,1.28,Englewood Civic Center,1.28,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_108.pdf
109,652,Englewood Civic Center,1.52,Englewood Civic Center,1.52,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_109.pdf
110,517,Englewood Civic Center,1.89,Englewood Civic Center,1.89,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_110.pdf
111,1322,Englewood Civic Center,1.01,Englewood Civic Center,1.01,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_111.pdf
112,919,Englewood Civic Center,1.12,Englewood Civic Center,1.12,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_112.pdf
113,710,Englewood Civic Center,2.05,Englewood Civic Center,2.05,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_113.pdf
114,886,Englewood Civic Center,1.61,Englewood Civic Center,1.61,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_114.pdf
115,1244,Englewood Civic Center,0.42,Englewood Civic Center,0.42,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_115.pdf
116,1275,Englewood Civic Center,0.92,Englewood Civic Center,0.92,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_116.pdf
117,1227,Englewood Civic Center,0.96,Englewood Civic Center,0.96,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_117.pdf
118,901,Englewood Civic Center,1.03,Englewood Civic Center,1.03,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_118.pdf
119,874,Englewood Civic Center,1.34,Englewood Civic Center,1.34,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_119.pdf
120,817,Englewood Civic Center,1.01,Englewood Civic Center,1.01,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_120.pdf
121,608,Englewood Civic Center,1.30,Englewood Civic Center,1.30,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_121.pdf
122,1313,City of Sheridan Municipal Building,0.84,City of Sheridan Municipal Building,0.84,0.00,False,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_122.pdf
123,1038,Englewood Civic Center,1.58,Englewood Civic Center,1.58,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_123.pdf
124,1093,Bemis Public Library,1.34,Bemis Public Library,1.34,0.00,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_124.pdf
125,581,Bemis Public Library,1.22,Bemis Public Library,1.22,0.00,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_125.pdf
126,965,Bemis Public Library,1.00,Bemis Public Library,1.00,0.00,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_126.pdf
127,680,Southglenn Library,1.14,Southglenn Library,1.14,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_127.pdf
128,425,Bemis Public Library,1.46,Bemis Public Library,1.46,0.00,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_128.pdf
129,664,Bemis Public Library,1.70,Bemis Public Library,1.70,0.00,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_129.pdf
130,1003,Englewood Civic Center,1.70,Englewood Civic Center,1.70,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_130.pdf
131,1015,Englewood Civic Center,2.25,Englewood Civic Center,2.25,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_131.pdf
132,1111,Englewood Civic Center,2.18,Englewood Civic Center,2.18,0.00,False,20885,22,1000 Englewood Pkwy,Englewood,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_132.pdf
133,1012,Greenwood Village City Hall,2.65,Greenwood Village City Hall,2.65,0.00,False,16033,21,6060 S Quebec St,Greenwood Village,CO,80111,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_133.pdf
134,578,Cook Park Recreation Center,3.21,Cook Park Recreation Center,3.21,0.00,False,16862,20,7100 Cherry Creek S Dr,Denver,CO,80224,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_134.pdf
135,386,Greenwood Village City Hall,1.89,Greenwood Village City Hall,1.89,0.00,False,16033,21,6060 S Quebec St,Greenwood Village,CO,80111,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_135.pdf
136,931,Greenwood Village City Hall,2.69,Greenwood Village City Hall,2.69,0.00,False,16033,21,6060 S Quebec St,Greenwood Village,CO,80111,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_136.pdf
137,922,Cook Park Recreation Center,1.78,Cook Park Recreation Center,1.78,0.00,False,16862,20,7100 Cherry Creek S Dr,Denver,CO,80224,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_137.pdf
138,421,Cook Park Recreation Center,1.27,Cook Park Recreation Center,1.27,0.00,False,16862,20,7100 Cherry Creek S Dr,Denver,CO,80224,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_138.pdf
139,716,Cook Park Recreation Center,1.43,Cook Park Recreation Center,1.43,0.00,False,16862,20,7100 Cherry Creek S Dr,Denver,CO,80224,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_139.pdf
140,746,Southglenn Library,1.40,Southglenn Library,1.40,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_140.pdf
141,471,City of Sheridan Municipal Building,1.74,City of Sheridan Municipal Building,1.74,0.00,False,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_141.pdf
142,942,City of Sheridan Municipal Building,1.47,City of Sheridan Municipal Building,1.47,0.00,False,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_142.pdf
143,1494,Arapahoe Community College,0.93,Arapahoe Community College,0.93,0.00,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_143.pdf
144,835,Arapahoe Community College,1.40,Arapahoe Community College,1.40,0.00,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_144.pdf
145,1176,Southglenn Library,0.94,Arapahoe Community College,3.74,2.80,True,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_145.pdf
146,825,Arapahoe Community College,1.57,Arapahoe Community College,1.57,0.00,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_146.pdf
147,1493,Arapahoe Community College,1.79,Arapahoe Community College,1.79,0.00,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_147.pdf
148,1043,Southglenn Library,1.55,Arapahoe County Lima Plaza,4.29,2.74,True,20444,17,6954 S Lima St,Centennial,CO,80112,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_148.pdf
149,1462,Arapahoe Community College,1.08,Arapahoe Community College,1.08,0.00,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_149.pdf
150,1247,Arapahoe Community College,1.33,Arapahoe Community College,1.33,0.00,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_150.pdf
151,932,Arapahoe Community College,1.08,Arapahoe Community College,1.08,0.00,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_151.pdf
152,839,Arapahoe Community College,0.66,Arapahoe Community College,0.66,0.00,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_152.pdf
153,1476,Arapahoe Community College,0.87,Arapahoe Community College,0.87,0.00,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_153.pdf
154,1172,Arapahoe Community College,0.18,Arapahoe Community College,0.18,0.00,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_154.pdf
155,1215,Arapahoe Community College,1.38,Arapahoe Community College,1.38,0.00,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_155.pdf
156,1162,Bemis Public Library,1.22,Bemis Public Library,1.22,0.00,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_156.pdf
157,704,Southglenn Library,2.04,Southglenn Library,2.04,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_157.pdf
158,926,Bemis Public Library,0.34,Bemis Public Library,0.34,0.00,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_158.pdf
159,825,Bemis Public Library,0.04,Bemis Public Library,0.04,0.00,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_159.pdf
160,902,Bemis Public Library,0.32,Bemis Public Library,0.32,0.00,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_160.pdf
161,805,Bemis Public Library,0.60,Bemis Public Library,0.60,0.00,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_161.pdf
162,883,Bemis Public Library,0.88,Bemis Public Library,0.88,0.00,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_162.pdf
163,867,Bemis Public Library,0.71,Bemis Public Library,0.71,0.00,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_163.pdf
164,848,Bemis Public Library,1.12,Bemis Public Library,1.12,0.00,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_164.pdf
165,1054,Bemis Public Library,0.70,Bemis Public Library,0.70,0.00,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_165.pdf
166,460,Bemis Public Library,0.84,Bemis Public Library,0.84,0.00,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_166.pdf
167,929,Bemis Public Library,1.15,Bemis Public Library,1.15,0.00,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_167.pdf
168,973,Bemis Public Library,1.43,Bemis Public Library,1.43,0.00,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_168.pdf
169,1123,Southglenn Library,1.58,City of Sheridan Municipal Building,4.29,2.71,True,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_169.pdf
170,1206,Arapahoe Community College,2.68,Arapahoe Community College,2.68,0.00,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_170.pdf
171,1509,Arapahoe Community College,2.14,Arapahoe Community College,2.14,0.00,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_171.pdf
172,820,Southglenn Library,1.86,Southglenn Library,1.86,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_172.pdf
173,1420,Southglenn Library,1.33,Bemis Public Library,2.30,0.97,True,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_173.pdf
174,703,Southglenn Library,2.14,Southglenn Library,2.14,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_174.pdf
175,969,Southglenn Library,2.04,City of Sheridan Municipal Building,5.33,3.28,True,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_175.pdf
176,1354,Arapahoe Community College,2.62,Arapahoe Community College,2.62,0.00,False,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_176.pdf
177,997,Southglenn Library,0.95,City of Sheridan Municipal Building,4.61,3.66,True,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_177.pdf
178,903,Southglenn Library,1.01,Southglenn Library,1.01,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_178.pdf
179,704,Southglenn Library,1.13,Southglenn Library,1.13,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_179.pdf
180,1460,Southglenn Library,0.89,Bemis Public Library,1.93,1.04,True,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_180.pdf
181,918,Southglenn Library,2.23,Southglenn Library,2.23,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_181.pdf
182,958,Southglenn Library,0.67,City of Sheridan Municipal Building,4.18,3.51,True,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_182.pdf
183,1325,Southglenn Library,0.30,Bemis Public Library,2.13,1.82,True,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_183.pdf
184,716,Southglenn Library,0.52,Southglenn Library,0.52,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_184.pdf
185,933,Southglenn Library,0.43,Southglenn Library,0.43,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_185.pdf
186,951,Southglenn Library,1.12,Southglenn Library,1.12,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_186.pdf
187,928,Southglenn Library,0.93,Southglenn Library,0.93,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_187.pdf
188,652,Southglenn Library,1.53,Southglenn Library,1.53,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_188.pdf
189,1103,Southglenn Library,1.43,City of Sheridan Municipal Building,5.93,4.50,True,11507,11,4101 S Federal Blvd,Sheridan,CO,80110,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_189.pdf
190,1271,Southglenn Library,1.39,Arapahoe Community College,4.15,2.76,True,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_190.pdf
191,899,Southglenn Library,1.68,Southglenn Library,1.68,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_191.pdf
192,1097,Southglenn Library,1.49,Arapahoe County Lima Plaza,4.84,3.34,True,20444,17,6954 S Lima St,Centennial,CO,80112,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_192.pdf
193,869,Southglenn Library,1.08,Southglenn Library,1.08,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_193.pdf
194,1219,Southglenn Library,0.62,Arapahoe Community College,3.72,3.10,True,20725,17,5900 S Santa Fe Dr,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_194.pdf
195,1048,Southglenn Library,0.98,Arapahoe County Lima Plaza,4.87,3.90,True,20444,17,6954 S Lima St,Centennial,CO,80112,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_195.pdf
196,651,Southglenn Library,0.70,Southglenn Library,0.70,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_196.pdf
197,714,Southglenn Library,0.79,Southglenn Library,0.79,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_197.pdf
198,62,Bemis Public Library,1.56,Bemis Public Library,1.56,0.00,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_198.pdf
199,214,Southglenn Library,2.09,Southglenn Library,2.09,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_199.pdf
201,391,Bemis Public Library,1.79,Bemis Public Library,1.79,0.00,False,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_201.pdf
202,366,Southglenn Library,1.61,Southglenn Library,1.61,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_202.pdf
203,737,Southglenn Library,1.77,Southglenn Library,1.77,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_203.pdf
204,1656,Southglenn Library,2.16,Bemis Public Library,3.36,1.21,True,20676,23,6014 S Datura St,Littleton,CO,80120,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_204.pdf
205,1206,Smoky Hill Library,0.61,Smoky Hill Library,0.61,0.00,False,20838,18,5430 S Biscay Cir,Centennial,CO,80015,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_205.pdf
206,46,Trails Recreation Center,1.28,Trails Recreation Center,1.28,0.00,False,20119,21,16799 E. Lake Ave.,Centennial,CO,80016,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_206.pdf
207,616,Trails Recreation Center,1.70,Trails Recreation Center,1.70,0.00,False,20119,21,16799 E. Lake Ave.,Centennial,CO,80016,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_207.pdf
208,1122,Southglenn Library,1.69,Arapahoe County Lima Plaza,4.45,2.76,True,20444,17,6954 S Lima St,Centennial,CO,80112,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_208.pdf
209,1037,Greenwood Village City Hall,1.30,Cook Park Recreation Center,5.70,4.41,True,16862,20,7100 Cherry Creek S Dr,Denver,CO,80224,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_209.pdf
210,1612,Greenwood Village City Hall,1.56,Southglenn Library,1.87,0.31,True,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_210.pdf
211,920,Southglenn Library,1.46,Southglenn Library,1.46,0.00,False,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_211.pdf
212,1249,Greenwood Village City Hall,1.67,Southglenn Library,1.94,0.27,True,19803,24,6972 S Vine St,Centennial,CO,80122,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_212.pdf
213,1520,Trails Recreation Center,2.42,Trails Recreation Center,2.42,0.00,False,20119,21,16799 E. Lake Ave.,Centennial,CO,80016,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_213.pdf
214,863,Greenwood Village City Hall,1.99,Greenwood Village City Hall,1.99,0.00,False,16033,21,6060 S Quebec St,Greenwood Village,CO,80111,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_214.pdf
215,1342,Tallyns Reach Library,2.51,Tallyns Reach Library,2.51,0.00,False,14891,13,23911 E Arapahoe Rd,Aurora,CO,80016,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_215.pdf
216,300,Tallyns Reach Library,1.89,Tallyns Reach Library,1.89,0.00,False,14891,13,23911 E Arapahoe Rd,Aurora,CO,80016,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_216.pdf
217,854,Greenwood Village City Hall,2.68,Greenwood Village City Hall,2.68,0.00,False,16033,21,6060 S Quebec St,Greenwood Village,CO,80111,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_217.pdf
218,906,Greenwood Village City Hall,2.54,Greenwood Village City Hall,2.54,0.00,False,16033,21,6060 S Quebec St,Greenwood Village,CO,80111,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_218.pdf
219,1156,Greenwood Village City Hall,2.20,Parkside Village Retirement Resort,6.11,3.91,True,19166,17,14501 E Crestline Dr,Aurora,CO,80015,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_219.pdf
220,894,Greenwood Village City Hall,2.05,Greenwood Village City Hall,2.05,0.00,False,16033,21,6060 S Quebec St,Greenwood Village,CO,80111,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_220.pdf
221,807,Greenwood Village City Hall,1.68,Greenwood Village City Hall,1.68,0.00,False,16033,21,6060 S Quebec St,Greenwood Village,CO,80111,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_221.pdf
222,945,Greenwood Village City Hall,1.48,Greenwood Village City Hall,1.48,0.00,False,16033,21,6060 S Quebec St,Greenwood Village,CO,80111,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_222.pdf
223,1035,Greenwood Village City Hall,1.26,Cook Park Recreation Center,6.59,5.33,True,16862,20,7100 Cherry Creek S Dr,Denver,CO,80224,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_223.pdf
224,868,Greenwood Village City Hall,1.04,Greenwood Village City Hall,1.04,0.00,False,16033,21,6060 S Quebec St,Greenwood Village,CO,80111,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_224.pdf
225,977,Greenwood Village City Hall,0.91,Greenwood Village City Hall,0.91,0.00,False,16033,21,6060 S Quebec St,Greenwood Village,CO,80111,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_225.pdf
226,722,Greenwood Village City Hall,0.62,Greenwood Village City Hall,0.62,0.00,False,16033,21,6060 S Quebec St,Greenwood Village,CO,80111,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_226.pdf
227,700,Greenwood Village City Hall,0.81,Greenwood Village City Hall,0.81,0.00,False,16033,21,6060 S Quebec St,Greenwood Village,CO,80111,https://gis.arapahoegov.com/mapsandphotos/electionprecinctpdfs/Precinct_227.pdf
